C[ARSN]_SSS_e_Cloth,,,,,,,,,,,,,,,,,
C[ARSN]_tr,,,,,,,,,,,,,,,,,
C[ARSN]_tr_Cloth_Decal,,,,,,,,,,,,,,,,,
C[ARSN]_tr_Decal,,,,,,,,,,,,,,,,,
C[Eye],,,,,,,,,,,,,,,,,
C[Eye]_Decal,,,,,,,,,,,,,,,,,
C[Face],,,,,,,,,,,,,,,,,
C[Face]_Decal,,,,,,,,,,,,,,,,,
C[Ghost],,,,,,,,,,,,,,,,,
C[Ghost]_al,,,,,,,,,,,,,,,,,
C[Ghost]_al_Cloth,,,,,,,,,,,,,,,,,
C[Ghost]_Cloth,,,,,,,,,,,,,,,,,
C[Ghost]_e,,,,,,,,,,,,,,,,,
C[Ghost]_e_Cloth,,,,,,,,,,,,,,,,,
C[Hair],,,,,,,,,,,,,,,,,
C[Hair]_Decal,,,,,,,,,,,,,,,,,
C[Skin],,,,,,,,,,,,,,,,,
C[Skin]_Decal,,,,,,,,,,,,,,,,,
C[Test][VtxAnim],,,,,,,,,,,,,,,,,
Eye_Test,,,,,,,,,,,,,,,,,
Tex_Test,,,,,,,,,,,,,,,,,
Tex_Test_2,,,,,,,,,,,,,,,,,
Tex_Test_3,,,,,,,,,,,,,,,,,
Tex_Test_4,,,,,,,,,,,,,,,,,
c1110_Eclipse,,,,,,,,,,,,,,,,,
c5110[FlowDisplacement],,,,,,,,,,,,,,,,,
c5110[FlowDisplacement]_e,,,,,,,,,,,,,,,,,
c5270[Veil]_cloth,,,,,,,,,,,,,,,,,
c7000[Sword],,,,,,,,,,,,,,,,,
c7000[Sword_black],,,,,,,,,,,,,,,,,
C[Crystal],,,,,,,,,,,,,,,,,
C[Ghost],,,,,,,,,,,,,,,,,
C[Ghost]_1stPlayable,,,,,,,,,,,,,,,,,
C[Ghost]_Cloth,,,,,,,,,,,,,,,,,
C[Ghost]_Cloth_1stPlayable,,,,,,,,,,,,,,,,,
C[Ghost]_e_1stPlayable,,,,,,,,,,,,,,,,,
C[Ghost]_e_Cloth_1stPlayable,,,,,,,,,,,,,,,,,
Shere_A,,,,,,,,,,,,,,,,,
Shere_B,,,,,,,,,,,,,,,,,
C[c2120]_Hair,,,,,,,,,,,,,,,,,
C[Ctest],,,,,,,,,,,,,,,,,
C[9940]_Hair,c9940_hair_n.tif,c9940_hair_v.tif,c9940_Hair_Extra_g.tif,c9940_hair_g.tif,c9940_hair_a.tif,,,,,,,,,,,,
C[9940]_Hair_Transparent,c9940_hair_n.tif,c9940_hair_v.tif,c9940_Hair_Extra_g.tif,c9940_hair_g.tif,c9940_hair_a.tif,,,,,,,,,,,,
C[9940]_NoHair,c9940_hair_n.tif,c9940_Hair_Extra_g.tif,c9940_hair_a.tif,,,,,,,,,,,,,,
C[AMSN]_Mercury,,,,,,,,,,,,,,,,,
C[c2010]_AM_Metal,,,,,,,,,,,,,,,,,
C[c2010]_BD_Fablic,,,,,,,,,,,,,,,,,
C[c2010]_BD_Metal,,,,,,,,,,,,,,,,,
C[c2010]_Belts,,,,,,,,,,,,,,,,,
C[c2010]_Cloak,,,,,,,,,,,,,,,,,
C[c2010]_CloakFur,,,,,,,,,,,,,,,,,
C[c2010]_CloakFur2,,,,,,,,,,,,,,,,,
C[c2010]_CloakFur2_Cloth,,,,,,,,,,,,,,,,,
C[c2010]_CloakFur_Cloth,,,,,,,,,,,,,,,,,
C[c2010]_Cloak_Cloth,,,,,,,,,,,,,,,,,
C[c2010]_HD_Base,,,,,,,,,,,,,,,,,
C[c2010]_HD_Hair,,,,,,,,,,,,,,,,,
C[c2010]_HD_Hair_Cloth,,,,,,,,,,,,,,,,,
C[c2010]_HD_Shell,,,,,,,,,,,,,,,,,
C[c2010]_LG_Leather,,,,,,,,,,,,,,,,,
C[c2010]_LG_Metal,,,,,,,,,,,,,,,,,
C[c2010]_WP_A_0602_metal,,,,,,,,,,,,,,,,,
C[c2030]_AM,,,,,,,,,,,,,,,,,
C[c2030]_AM_Crystal,,,,,,,,,,,,,,,,,
C[c2030]_AM_Rich,,,,,,,,,,,,,,,,,
C[c2030]_BD,,,,,,,,,,,,,,,,,
C[c2030]_BD_Fabric,,,,,,,,,,,,,,,,,
C[c2030]_BD_Fabric_Cloth,,,,,,,,,,,,,,,,,
C[c2030]_BD_metal,,,,,,,,,,,,,,,,,
C[c2030]_BD_metal_Cloth,,,,,,,,,,,,,,,,,
C[c2030]_BD_Pattern,,,,,,,,,,,,,,,,,
C[c2030]_BD_Pattern_Cloth,,,,,,,,,,,,,,,,,
C[c2030]_Chair,,,,,,,,,,,,,,,,,
C[c2030]_Egg,,,,,,,,,,,,,,,,,
C[c2030]_Egg_center,,,,,,,,,,,,,,,,,
C[c2030]_Egg_Emissive,,,,,,,,,,,,,,,,,
C[c2030]_eye,c2030_eye_n.tif,c2030_eye_1m.tif,c2030_eye_3m.tif,c2030_eye_a.tif,,,,,,,,,,,,,
C[c2030]_HD,,,,,,,,,,,,,,,,,
C[c2030]_HD_Fabric,,,,,,,,,,,,,,,,,
C[c2030]_HD_hair,,,,,,,,,,,,,,,,,
C[c2030]_HD_hair02,,,,,,,,,,,,,,,,,
C[c2030]_LG,,,,,,,,,,,,,,,,,
C[c2030]_LG_Cloth,,,,,,,,,,,,,,,,,
C[c2030]_Rapier,,,,,,,,,,,,,,,,,
C[c2030]_Skin,,,,,,,,,,,,,,,,,
C[c2030]_WP_A_1325_crystal,AAT100_Crystal_g.tif,AAT100_Crystal_g.tif,c2030_WP_A_1325_a.tif,c2030_WP_A_1325_n.tif,c2030_WP_A_1325_m.tif,,,,,,,,,,,,
C[c2030]_WP_A_1325_metal,,,,,,,,,,,,,,,,,
C[c2040]_Body,,,,,,,,,,,,,,,,,
C[c2040]_Body_2,,,,,,,,,,,,,,,,,
C[c2040]_Body_Cloth,,,,,,,,,,,,,,,,,
C[c2040]_Candle,c2040_Candle_a.tif,c2040_Candle_m.tif,c2040_Candle_n.tif,,,,,,,,,,,,,,
C[c2040]_Eye,c2040_Eye_n.tif,c2040_Eye_1m.tif,c2040_Eye_3m.tif,c2040_Eye_a.tif,,,,,,,,,,,,,
C[c2040]_Eye_Occulusion,AAT500_EyeAO_a.tif,,,,,,,,,,,,,,,,
C[c2040]_Hair,,,,,,,,,,,,,,,,,
C[c2040]_rahu,,,,,,,,,,,,,,,,,
C[c2040]_Skin,,,,,,,,,,,,,,,,,
C[c2041]_BD,,,,,,,,,,,,,,,,,
C[c2041]_BD_Cloth,,,,,,,,,,,,,,,,,
C[c2041]_Fur2,,,,,,,,,,,,,,,,,
C[c2041]_Fur2_Cloth,,,,,,,,,,,,,,,,,
C[c2041]_meat,,,,,,,,,,,,,,,,,
C[c2050]_BD,,,,,,,,,,,,,,,,,
C[c2050]_BD_cloth,,,,,,,,,,,,,,,,,
C[c2050]_BD_Mant,,,,,,,,,,,,,,,,,
C[c2050]_BD_Mant_Fur,,,,,,,,,,,,,,,,,
C[c2050]_BD_Mant_Trim,,,,,,,,,,,,,,,,,
C[c2050]_BD_Skin_Fiber,,,,,,,,,,,,,,,,,
C[c2050]_BD_Skin_SSS,,,,,,,,,,,,,,,,,
C[c2050]_FC_Eye_Blue,,,,,,,,,,,,,,,,,
C[c2050]_FC_Eye_Occulusion,AAT500_EyeAO_a.tif,,,,,,,,,,,,,,,,
C[c2050]_FC_Face_SSS,,,,,,,,,,,,,,,,,
C[c2050]_FC_Ghost,AAT800_Ghost_Scroll_1_a.tif,c2050_FC_Face_em.tif,AAT100_Crystal_g.tif,AAT100_Fabric_06_a.tif,,,,,,,,,,,,,
C[c2050]_FC_Ghost_Eye,,,,,,,,,,,,,,,,,
C[c2050]_FC_Ghost_Hair,AAT100_Crystal_g.tif,c2050_FC_Ghost_Hair_em.tif,AAT100_Fur_01_a.tif,AAT800_Ghost_a.tif,,,,,,,,,,,,,
C[c2050]_FC_Ghost_Hair_Cloth,AAT100_Crystal_g.tif,c2050_FC_Ghost_Hair_em.tif,AAT100_Fur_01_a.tif,AAT800_Ghost_a.tif,,,,,,,,,,,,,
C[c2050]_FC_Ghost_Hair_Tip,AAT100_Crystal_g.tif,c2050_FC_Ghost_Hair_em.tif,AAT800_Ghost_a.tif,AAT800_Ghost_a.tif,,,,,,,,,,,,,
C[c2050]_FC_Ghost_Hair_Tip_Cloth,AAT100_Crystal_g.tif,c2050_FC_Ghost_Hair_em.tif,AAT800_Ghost_a.tif,AAT800_Ghost_a.tif,,,,,,,,,,,,,
C[c2050]_FC_Ghost_Pattern,AAT100_Crystal_g.tif,c2050_FC_Face_Pattern_em.tif,AAT100_Crystal_a.tif,AAT800_Ghost_a.tif,,,,,,,,,,,,,
C[c2050]_FC_Mouth_SSS,,,,,,,,,,,,,,,,,
C[c2050]_HD,,,,,,,,,,,,,,,,,
C[c2050]_HD_Crystal,,,,,,,,,,,,,,,,,
C[c2050]_HD_Fur_Shell,,,,,,,,,,,,,,,,,
C[c2050]_HD_Metal,,,,,,,,,,,,,,,,,
C[c2050]_HR,,,,,,,,,,,,,,,,,
C[c2050]_HR_Transparence,,,,,,,,,,,,,,,,,
C[c2050]_LG,,,,,,,,,,,,,,,,,
C[c2050]_LG_cloth,,,,,,,,,,,,,,,,,
C[c2050]_WP_A_1350,c2050_WP_A_1350_a.tif,c2050_WP_A_1350_m.tif,c2050_WP_A_1350_n.tif,,,,,,,,,,,,,,
C[c2050]_WP_A_1350_Crystal,,,,,,,,,,,,,,,,,
C[c2051]_Body,,,,,,,,,,,,,,,,,
C[c2051]_Clothes,,,,,,,,,,,,,,,,,
C[c2051]_Hair,,,,,,,,,,,,,,,,,
C[c2060]_Body,,,,,,,,,,,,,,,,,
C[c2060]_Hair,,,,,,,,,,,,,,,,,
C[c2060]_Hair_cloth,,,,,,,,,,,,,,,,,
C[c2070]_Body,,,,,,,,,,,,,,,,,
C[c2100]_AM,,,,,,,,,,,,,,,,,
C[c2100]_BD,,,,,,,,,,,,,,,,,
C[c2100]_BD_Chain,,,,,,,,,,,,,,,,,
C[c2100]_BD_ChestScale,,,,,,,,,,,,,,,,,
C[c2100]_BD_Cloth,,,,,,,,,,,,,,,,,
C[c2100]_BD_Damage_ContactFade,c2100_Damage_a.tif,c2100_Damage_m.tif,c2100_Damage_n.tif,,,,,,,,,,,,,,
C[c2100]_BD_MeshDecal,,,,,,,,,,,,,,,,,
C[c2100]_cloth,,,,,,,,,,,,,,,,,
C[c2100]_cloth_Alpha,,,,,,,,,,,,,,,,,
C[c2100]_Fabric,,,,,,,,,,,,,,,,,
C[c2100]_Fabric_Alpha,,,,,,,,,,,,,,,,,
C[c2100]_Fabric_Alpha_Cloth,,,,,,,,,,,,,,,,,
C[c2100]_Fabric_Cloth,,,,,,,,,,,,,,,,,
C[c2100]_HD,,,,,,,,,,,,,,,,,
C[c2100]_LG,,,,,,,,,,,,,,,,,
C[c2100]_sword,,,,,,,,,,,,,,,,,
C[c2110]_Armor,,,,,,,,,,,,,,,,,
C[c2110]_Armor_cloth,,,,,,,,,,,,,,,,,
C[c2110]_Body,,,,,,,,,,,,,,,,,
C[c2110]_Cloth,,,,,,,,,,,,,,,,,
C[c2110]_Fabric,,,,,,,,,,,,,,,,,
C[c2110]_Fabric_cloth,,,,,,,,,,,,,,,,,
C[c2110]_Fur,,,,,,,,,,,,,,,,,
C[c2110]_Hair,,,,,,,,,,,,,,,,,
C[c2110]_Hair02,,,,,,,,,,,,,,,,,
C[c2110]_Hair02_cloth,,,,,,,,,,,,,,,,,
C[c2110]_Hair_cloth,,,,,,,,,,,,,,,,,
C[c2110]_LeflHand,,,,,,,,,,,,,,,,,
C[c2110]_Medal,,,,,,,,,,,,,,,,,
C[c2110]_MedalCrystal,,,,,,,,,,,,,,,,,
C[c2110]_Robe,,,,,,,,,,,,,,,,,
C[c2110]_Robe_AM,,,,,,,,,,,,,,,,,
C[c2110]_Robe_BD_fur,,,,,,,,,,,,,,,,,
C[c2110]_Robe_BD_fur_cloth,,,,,,,,,,,,,,,,,
C[c2110]_Robe_cloth,,,,,,,,,,,,,,,,,
C[c2110]_Robe_HD,,,,,,,,,,,,,,,,,
C[c2110]_Robe_HD_cloth,,,,,,,,,,,,,,,,,
C[c2110]_Robe_HD_fur,,,,,,,,,,,,,,,,,
C[c2110]_Robe_HD_fur_cloth,,,,,,,,,,,,,,,,,
C[c2110]_Robe_leather_fur,,,,,,,,,,,,,,,,,
C[c2110]_Robe_LG,,,,,,,,,,,,,,,,,
C[c2110]_Robe_LG_cloth,,,,,,,,,,,,,,,,,
C[c2110]_Robe_marikesu,,,,,,,,,,,,,,,,,
C[c2110]_Robe_marikesu_cloth,,,,,,,,,,,,,,,,,
C[c2110]_Robe_test,,,,,,,,,,,,,,,,,
C[c2110]_Robe_test2,,,,,,,,,,,,,,,,,
C[c2110]_Rope,,,,,,,,,,,,,,,,,
C[c2110]_WP_A_0417_crystal,c2110_WP_A_0417_a.tif,c2110_WP_A_0417_m.tif,c2110_WP_A_0417_n.tif,,,,,,,,,,,,,,
C[c2110]_WP_A_0417_other,,,,,,,,,,,,,,,,,
C[c2110]_WP_A_0603_metal,,,,,,,,,,,,,,,,,
C[c2120]_Armor,,,,,,,,,,,,,,,,,
C[c2120]_Armor_cloth,,,,,,,,,,,,,,,,,
C[c2120]_Arts_Petal,,,,,,,,,,,,,,,,,
C[c2120]_Belt,,,,,,,,,,,,,,,,,
C[c2120]_Body,,,,,,,,,,,,,,,,,
C[c2120]_Body_cloth,,,,,,,,,,,,,,,,,
C[c2120]_butterfly,,,,,,,,,,,,,,,,,
C[c2120]_butterflyOpacity,,,,,,,,,,,,,,,,,
C[c2120]_butterflyOpacity_cloth,,,,,,,,,,,,,,,,,
C[c2120]_butterfly_cloth,,,,,,,,,,,,,,,,,
C[c2120]_Clone_Blade,,,,,,,,,,,,,,,,,
C[c2120]_Clone_BodyGlow,,,,,,,,,,,,,,,,,
C[c2120]_Clone_Butterfly,,,,,,,,,,,,,,,,,
C[c2120]_Cloth,,,,,,,,,,,,,,,,,
C[c2120]_fablic,,,,,,,,,,,,,,,,,
C[c2120]_fablic_cloth,,,,,,,,,,,,,,,,,
C[c2120]_Fur,,,,,,,,,,,,,,,,,
C[c2120]_Hair_long,AAT500_PCHair_n.tif,c2120_hair_shadow_1m.tif,AAT500_PCHair_3m.tif,,,,,,,,,,,,,,
C[c2120]_Hair_long_cloth,AAT500_PCHair_n.tif,c2120_hair_shadow_1m.tif,AAT500_PCHair_3m.tif,,,,,,,,,,,,,,
C[c2120]_HD_metal,,,,,,,,,,,,,,,,,
C[c2120]_Ivory,,,,,,,,,,,,,,,,,
C[c2120]_Longhair_thin,,,,,,,,,,,,,,,,,
C[c2120]_mant,,,,,,,,,,,,,,,,,
C[c2120]_MantFur,,,,,,,,,,,,,,,,,
C[c2120]_mant_cloth,,,,,,,,,,,,,,,,,
C[c2120]_Mold,,,,,,,,,,,,,,,,,
C[c2120]_Skin,,,,,,,,,,,,,,,,,
C[c2120]_WingBase,,,,,,,,,,,,,,,,,
C[c2120]_WingBase_cloth,,,,,,,,,,,,,,,,,
C[c2130]_BD_fur,,,,,,,,,,,,,,,,,
C[c2130]_BD_fur2,,,,,,,,,,,,,,,,,
C[c2130]_Cloak,,,,,,,,,,,,,,,,,
C[c2130]_Cloak_Cloth,,,,,,,,,,,,,,,,,
C[c2130]_Eye,,,,,,,,,,,,,,,,,
C[c2130]_fabric,,,,,,,,,,,,,,,,,
C[c2130]_fabric_cloth,,,,,,,,,,,,,,,,,
C[c2130]_Fabric_fur,,,,,,,,,,,,,,,,,
C[c2130]_Fabric_fur_cloth,,,,,,,,,,,,,,,,,
C[c2130]_fabric_norich,,,,,,,,,,,,,,,,,
C[c2130]_fabric_norich_cloth,,,,,,,,,,,,,,,,,
C[c2130]_Hair,,,,,,,,,,,,,,,,,
C[c2130]_Hair_cloth,,,,,,,,,,,,,,,,,
C[c2130]_Skin,,,,,,,,,,,,,,,,,
C[c2130]_Skin_face,,,,,,,,,,,,,,,,,
C[c2130]_WP_A_0123_metal,,,,,,,,,,,,,,,,,
C[c2130]_WP_A_0227_crystal,,,,,,,,,,,,,,,,,
C[c2130]_WP_A_0227_metal,,,,,,,,,,,,,,,,,
C[c2130]_WP_A_0459_metal,,,,,,,,,,,,,,,,,
C[c2130]_WP_A_0870_metal,,,,,,,,,,,,,,,,,
C[c2130]_WP_A_0939_metal,,,,,,,,,,,,,,,,,
C[c2130]_WP_Wand,,,,,,,,,,,,,,,,,
C[c2131]_Beard,,,,,,,,,,,,,,,,,
C[c2131]_Body,,,,,,,,,,,,,,,,,
C[c2131]_Cloak,,,,,,,,,,,,,,,,,
C[c2131]_fabric,,,,,,,,,,,,,,,,,
C[c2131]_fabric_norich,,,,,,,,,,,,,,,,,
C[c2131]_Hair,,,,,,,,,,,,,,,,,
C[c2140]_Armor,,,,,,,,,,,,,,,,,
C[c2140]_Body,,,,,,,,,,,,,,,,,
C[c2140]_Hair,,,,,,,,,,,,,,,,,
C[c2140]_Horn_2,,,,,,,,,,,,,,,,,
C[c2140]_Horn_curse,,,,,,,,,,,,,,,,,
C[c2140]_Robe,,,,,,,,,,,,,,,,,
C[c2140]_Robe_cloth,,,,,,,,,,,,,,,,,
C[c2140]_Stump,,,,,,,,,,,,,,,,,
C[c2140]_WP_A_0457_metal,,,,,,,,,,,,,,,,,
C[c2140]_WP_A_0711_metal,,,,,,,,,,,,,,,,,
C[c2150]_Test,,,,,,,,,,,,,,,,,
C[c2160]_Body,,,,,,,,,,,,,,,,,
C[c2160]_Fraying,,,,,,,,,,,,,,,,,
C[c2160]_Gold,,,,,,,,,,,,,,,,,
C[c2160]_Hair,,,,,,,,,,,,,,,,,
C[c2160]_Hair2,,,,,,,,,,,,,,,,,
C[c2160]_Metal,,,,,,,,,,,,,,,,,
C[c2160]_Outfit,,,,,,,,,,,,,,,,,
C[c2160]_Outfit[S2],,,,,,,,,,,,,,,,,
C[c2160]_WP_Chair,,,,,,,,,,,,,,,,,
C[c2160]_WP_Chair02_Metal,,,,,,,,,,,,,,,,,
C[c2160]_WP_Chair02_Wood,,,,,,,,,,,,,,,,,
C[c2160]_WP_Wand,,,,,,,,,,,,,,,,,
C[c2160]_WP_Wand_cloth,,,,,,,,,,,,,,,,,
C[c2170]_Body,,,,,,,,,,,,,,,,,
C[c2170]_Fabric,,,,,,,,,,,,,,,,,
C[c2170]_Fabric_cloth,,,,,,,,,,,,,,,,,
C[c2170]_Fraying,,,,,,,,,,,,,,,,,
C[c2170]_Fraying_cloth,,,,,,,,,,,,,,,,,
C[c2170]_Hair,,,,,,,,,,,,,,,,,
C[c2170]_Metal,,,,,,,,,,,,,,,,,
C[c2170]_WP_Chair,,,,,,,,,,,,,,,,,
C[c2170]_WP_Wand,,,,,,,,,,,,,,,,,
C[c2180]_AM_Gloves,,,,,,,,,,,,,,,,,
C[c2180]_BD_Fabrick_Inner,,,,,,,,,,,,,,,,,
C[c2180]_BD_Fabrick_Inner_cloth,,,,,,,,,,,,,,,,,
C[c2180]_BD_Fabrick_Robe,,,,,,,,,,,,,,,,,
C[c2180]_BD_Fabrick_Robe_cloth,,,,,,,,,,,,,,,,,
C[c2180]_BD_Mant_Fabric,,,,,,,,,,,,,,,,,
C[c2180]_BD_Mant_Fabric_cloth,,,,,,,,,,,,,,,,,
C[c2180]_BD_Mant_Metal,,,,,,,,,,,,,,,,,
C[c2180]_BD_Metal,,,,,,,,,,,,,,,,,
C[c2180]_Body_SSS,,,,,,,,,,,,,,,,,
C[c2180]_Eye,AAT100_Crystal_g.tif,c2180_Eye_n.tif,c2180_Eye_1m.tif,c2180_Eye_3m.tif,c2180_Eye_a.tif,,,,,,,,,,,,
C[c2180]_Eyebrow_Opaque,,,,,,,,,,,,,,,,,
C[c2180]_Eyebrow_Transparence,,,,,,,,,,,,,,,,,
C[c2180]_Eyelash,,,,,,,,,,,,,,,,,
C[c2180]_Eyelash_under,,,,,,,,,,,,,,,,,
C[c2180]_Eye_Occulusion,AAT500_EyeAO_a.tif,,,,,,,,,,,,,,,,
C[c2180]_Face_LOD,,,,,,,,,,,,,,,,,
C[c2180]_Face_SSS,,,,,,,,,,,,,,,,,
C[c2180]_Hair_ba1,AAT500_PCHair_n.tif,c2180_Hair_Shadow_1m.tif,c2180_Hair_3m.tif,,,,,,,,,,,,,,
C[c2180]_Hair_bu1,AAT500_PCHair_n.tif,c2180_Hair_Shadow_1m.tif,c2180_Hair_3m.tif,,,,,,,,,,,,,,
C[c2180]_Hair_fly1,c2180_Hair_refly1_n.tif,c2180_Hair_Shadow_1m.tif,c2180_Hair_refly1_3m.tif,,,,,,,,,,,,,,
C[c2180]_Hair_fly1_Transparence,c2180_Hair_refly1_n.tif,c2180_Hair_Shadow_1m.tif,c2180_Hair_refly1_3m.tif,,,,,,,,,,,,,,
C[c2180]_LG_Boots,,,,,,,,,,,,,,,,,
C[c2180]_LG_Pants,,,,,,,,,,,,,,,,,
C[c2180]_Mouse_SSS,,,,,,,,,,,,,,,,,
C[c2180]_Stitch,,,,,,,,,,,,,,,,,
C[c2180]_WP_A_0124_metal,,,,,,,,,,,,,,,,,
C[c2190]_body,,,,,,,,,,,,,,,,,
C[c2190]_body_glow,,,,,,,,,,,,,,,,,
C[c2190]_Fabric,,,,,,,,,,,,,,,,,
C[c2190]_Fabric_cloth,,,,,,,,,,,,,,,,,
C[c2190]_fur,,,,,,,,,,,,,,,,,
C[c2190]_fur_cloth,,,,,,,,,,,,,,,,,
C[c2190]_Hair,,,,,,,,,,,,,,,,,
C[c2190]_Hair2,,,,,,,,,,,,,,,,,
C[c2190]_Hair2_Cloth,,,,,,,,,,,,,,,,,
C[c2190]_rock,,,,,,,,,,,,,,,,,
C[c2190]_runne,c2190_thorn_a.tif,c2190_thorn_m.tif,c2190_thorn_n.tif,c2190_thorn_em.tif,c2190_cloud_a.tif,AAT100_Crystal_g.tif,,,,,,,,,,,
C[c2190]_runne2,,,,,,,,,,,,,,,,,
C[c2190]_runne_Crystal,,,,,,,,,,,,,,,,,
C[c2190]_runne_glow,c2190_thorn_a.tif,c2190_thorn_m.tif,c2190_thorn_n.tif,c2190_thorn_em.tif,c2190_runne_Scroll_em.tif,AAT100_Crystal_g.tif,,,,,,,,,,,
C[c2190]_smoke,,,,,,,,,,,,,,,,,
C[c2190]_smoke2,,,,,,,,,,,,,,,,,
